user_id,age,annual_income,purchase_amount,loyalty_score,region,purchase_frequency
820,37,58500,420,6.7,North,20
821,54,73500,640,9.4,West,27
822,25,39500,180,3.7,East,13
823,52,72000,600,9.2,South,26
824,51,71500,610,9.1,West,26
825,39,57500,390,6.4,West,19
826,40,57500,460,7.5,South,20
827,31,49500,330,5.7,West,17
828,25,33000,200,3.5,South,12
829,43,63000,460,7.7,South,21
830,51,71000,600,8.9,West,24
831,43,64500,510,8.1,South,22
832,24,33000,160,3.3,South,12
833,45,63000,490,7.8,North,21
834,44,65500,520,8.2,West,22
835,44,65000,480,7.9,South,21
836,36,56500,370,6.9,North,21
837,30,48000,300,5.0,North,17
838,55,75000,640,9.5,West,28
839,40,61000,470,7.4,North,21
840,38,61500,480,7.5,West,21
841,24,33500,180,3.4,South,12
842,47,67500,570,8.7,West,24
843,36,53500,390,6.4,North,19
844,35,54000,360,7.1,South,19
845,36,58000,420,6.9,North,19
846,39,58500,450,7.2,South,20
847,39,58000,430,7.4,South,19
848,38,59500,440,7.0,North,20
849,45,65500,490,7.9,North,22
850,38,54500,390,6.3,South,18
851,29,44000,260,4.3,North,15
852,39,59500,450,7.1,South,21
853,23,42000,180,4.0,North,11
854,35,56000,400,6.1,South,20
855,51,73000,630,9.3,West,28
856,54,73000,620,9.3,South,27
857,38,56500,430,7.0,North,20
858,48,67500,570,8.7,West,24
859,49,71500,580,8.9,West,25
860,40,60500,470,7.4,West,21
861,22,30000,150,3.1,South,10
862,27,45500,230,3.8,North,13
863,41,62500,500,8.0,South,21
864,43,64500,540,8.5,South,24
865,41,61000,480,7.7,West,21
866,36,54000,390,6.5,North,18
867,41,58500,460,7.2,South,23
868,32,51000,340,5.7,South,17
869,40,59000,470,7.7,South,21
870,40,59000,470,7.7,South,22
871,26,43500,210,4.3,West,14
872,49,70000,590,9.0,North,24
873,32,52500,360,5.9,South,17
874,40,60000,450,7.1,East,22
875,38,56500,430,6.7,South,20
876,32,51500,340,5.7,West,19
877,28,44000,230,4.0,North,15
878,29,46500,260,4.1,North,14
879,28,45500,280,4.4,North,15
880,50,71500,610,9.2,West,26
881,42,60500,440,6.9,West,20
882,34,51500,350,6.0,North,17
883,43,63000,460,7.8,South,21
884,29,46500,300,4.6,North,16
885,34,55000,340,6.8,South,18
886,47,67500,560,8.5,West,22
887,28,42500,230,3.9,North,13
888,36,56000,370,6.4,East,18
889,31,50000,330,5.7,North,16
890,36,57500,420,6.7,West,20
891,53,71000,600,9.1,South,26
892,55,74500,640,9.5,South,27
893,31,49000,330,5.7,South,16
894,39,59000,450,7.3,West,20
895,36,56000,420,6.8,West,20
896,26,42000,210,3.8,North,13
897,38,55500,420,6.7,West,19
898,49,66500,570,8.6,West,23
899,55,75000,640,9.5,South,27
900,25,36000,220,3.6,South,13
901,45,65500,510,8.2,South,22
902,23,30500,160,3.2,South,11
903,50,69500,590,8.8,West,25
904,30,50500,330,5.4,North,17
905,23,30000,150,3.0,South,10
906,36,55500,390,6.5,West,19
907,25,35000,210,3.7,South,12
908,48,68000,560,8.9,North,24
909,54,75000,630,9.3,South,26
910,29,47000,270,4.7,North,14
911,33,53000,370,6.0,West,18
912,37,57500,400,6.5,West,20
913,53,73500,640,9.5,West,26
914,29,45000,270,4.4,North,15
915,31,50000,350,5.7,North,17
916,39,58000,450,7.0,South,22
917,55,75000,630,9.5,West,28
918,43,60000,450,7.5,South,19
919,40,58500,440,7.0,West,21
920,36,55000,420,6.8,North,20
921,45,64500,470,7.6,North,22
922,31,50000,360,5.7,South,17
923,53,73000,600,9.0,West,26
924,24,30500,150,3.0,South,11
925,45,66000,500,8.2,South,22
926,32,51500,390,6.0,South,18
927,33,52500,370,5.9,South,17
928,39,60000,440,7.3,South,20
929,54,74000,630,9.3,South,28
930,48,69500,590,8.8,West,24
931,35,55000,410,6.2,South,20
932,46,62500,490,8.0,West,21
933,35,52500,360,5.7,North,18
934,33,52000,360,5.8,South,17
935,28,45500,250,4.3,North,13
936,29,49000,330,5.5,North,18
937,37,60000,440,6.9,North,20
938,32,53000,370,5.9,West,17
939,35,57500,390,7.6,South,19
940,29,47500,290,5.1,West,16
941,29,47500,280,4.7,North,15
942,29,44500,260,4.3,North,16
943,36,57500,410,6.8,North,18
944,27,44000,240,4.0,North,15
945,40,56000,420,6.8,South,19
946,49,69500,620,9.1,West,24
947,50,69500,590,8.9,North,24
948,50,70000,600,9.2,North,25
949,41,58500,460,7.6,West,21
950,32,49500,340,5.5,West,16
951,47,65000,510,8.0,West,23
952,51,70500,580,8.6,South,26
953,49,67500,570,8.8,West,23
954,26,42500,220,3.9,North,13
955,31,51500,370,6.0,West,17
956,51,71000,590,9.0,South,24
957,44,63500,480,7.7,North,20
958,38,60500,450,7.1,West,21
959,33,53500,380,6.0,South,18
960,42,62500,530,8.3,North,23
961,24,31000,160,3.1,South,10
962,37,57000,410,6.9,North,19
963,26,40500,200,3.5,North,13
964,28,44500,170,4.4,North,11
965,53,74500,630,9.3,West,26
966,55,74500,640,9.5,West,28
967,52,71500,620,9.1,West,26
968,53,72000,610,9.2,West,26
969,41,62500,530,8.2,South,24
970,37,59500,440,7.1,West,20
971,24,31500,180,3.3,South,11
972,55,73500,630,9.4,South,28
973,50,70500,620,9.3,North,26
974,28,46500,260,4.3,North,15
975,35,53500,380,6.1,South,17
976,38,59500,460,7.2,North,20
977,55,73500,620,9.5,West,27
978,51,70000,590,8.6,West,25
979,23,30000,150,3.2,South,10
980,36,54500,380,6.3,West,18
981,50,70000,590,9.0,North,25
982,23,32000,160,3.4,North,12
983,32,54000,400,6.2,West,19
984,41,60500,500,8.2,South,21
985,31,51000,300,5.0,North,17
986,43,62500,480,8.0,South,20
987,39,56500,440,7.0,South,21
988,40,58000,450,7.0,South,21
989,42,61500,480,7.8,South,20
990,50,67500,550,8.6,West,23
991,42,63500,510,8.1,West,23
992,48,67500,580,8.8,North,25
993,40,61500,490,7.9,South,22
994,46,66500,510,8.1,South,23
995,34,54500,410,6.3,South,19
996,31,52000,400,6.3,West,20
997,50,70500,630,9.3,North,26
998,25,33000,160,3.0,South,11
999,33,52500,340,5.6,North,17
1000,44,64500,500,7.9,North,22
1001,29,46500,250,4.3,North,13
1002,47,65500,500,7.9,North,22
1003,33,51500,340,5.6,West,18
1004,38,60500,460,7.2,West,21
1005,54,72500,620,9.3,West,27
1006,32,53500,360,5.7,North,17
1007,49,67000,560,8.5,West,23
1008,41,62000,480,7.8,South,21
1009,33,54000,380,6.1,West,19
1010,40,60500,460,7.3,West,23
1011,28,45000,250,4.2,North,15
1012,51,72500,610,9.3,West,25
1013,50,69000,590,8.8,West,25
1014,32,52500,350,6.0,North,18
1015,42,62000,520,8.2,South,23
1016,39,61000,440,7.1,North,20
1017,42,61000,450,7.8,South,21
1018,52,72500,630,9.4,West,25
1019,42,62500,510,8.2,South,22
1020,43,62000,450,7.5,North,20
1021,55,74500,630,9.4,West,28
1022,48,68500,580,8.7,North,24
1023,43,65000,510,8.1,South,22
1024,32,51000,370,6.0,West,19
1025,30,47500,300,5.4,West,15
1026,33,52000,380,6.2,South,18
1027,30,49000,330,5.2,North,17
1028,39,58000,440,7.0,South,21
1029,38,55000,410,6.5,North,19
1030,44,64000,470,7.7,South,21
1031,41,60000,460,7.6,South,21
1032,54,75000,640,9.5,South,26
1033,26,34500,230,3.9,South,14
1034,41,60500,440,7.5,South,20
1035,54,74000,620,9.1,South,27
1036,36,57500,420,7.0,West,20
1037,25,35000,220,3.7,South,13
1038,53,72500,620,9.5,South,27
1039,30,48000,280,4.6,South,15
1040,51,70500,610,9.1,North,25
1041,24,41000,180,3.5,North,12
1042,37,57500,420,6.9,West,19
1043,53,74000,630,9.2,West,25
1044,25,36500,230,4.0,South,14
1045,24,31500,170,3.4,South,10
1046,53,74000,640,9.5,West,27
1047,39,59000,410,6.6,East,20
1048,52,73500,630,9.3,West,26
1049,43,60500,440,7.6,South,19
1050,29,47000,290,4.9,North,15
1051,30,48500,290,4.9,North,15
1052,39,57000,430,6.9,West,20
1053,50,72000,610,9.0,West,26
1054,54,75000,630,9.4,West,28
1055,38,57000,450,7.3,South,20
1056,31,48000,230,5.1,North,13
1057,36,57000,420,7.0,West,20
1058,47,69000,530,8.3,North,21
1059,25,41500,200,3.9,North,13
1060,37,57000,430,6.7,North,19
1061,24,42000,210,4.0,North,14
1062,27,46000,250,4.2,North,15
1063,52,71000,600,9.0,West,25
1064,30,49500,310,5.2,South,16
1065,48,69000,550,8.6,North,22
1066,48,66500,550,8.7,West,24
1067,39,56000,440,7.0,South,20
1068,37,59500,420,6.8,East,19
1069,48,69000,570,8.7,North,25
1070,35,56000,410,6.9,West,19
1071,42,62000,540,8.3,South,24
1072,50,70500,610,9.2,West,26
1073,44,64000,490,8.2,South,21
1074,31,51500,360,5.8,South,17
1075,43,64000,480,8.0,South,22
1076,52,71000,610,9.2,West,26
1077,33,54500,400,6.3,South,19
1078,29,49500,320,5.5,North,15
1079,38,54500,410,6.7,South,19
1080,34,52500,320,6.2,North,18
1081,42,60500,420,7.3,South,19
1082,52,71500,600,9.0,South,26
1083,40,62500,490,7.6,North,21
1084,34,52000,380,6.5,North,18
1085,51,72000,630,9.5,North,25
1086,31,52000,330,5.4,North,17
1087,37,58500,440,6.9,West,20
1088,36,53500,400,6.4,North,19
1089,55,75000,640,9.5,South,28
1090,47,67000,600,9.1,West,26
1091,44,63500,500,7.9,South,22
1092,42,62000,490,7.9,West,23
1093,50,69500,590,8.8,West,25
1094,40,59000,460,7.6,South,20
1095,35,56500,420,6.3,South,19
1096,32,54000,400,6.0,South,18
1097,38,59500,440,6.9,West,21
1098,28,45500,240,4.2,North,13
1099,53,72500,620,9.2,West,25
1100,40,61500,460,7.1,North,21
1101,30,47500,300,4.9,North,16
1102,36,54500,410,6.6,North,18
1103,39,60000,450,7.0,North,21
1104,51,71000,600,8.9,North,25
1105,25,34000,210,3.8,South,12
1106,29,49500,320,5.4,North,16
1107,29,47000,270,4.6,South,15
1108,24,31500,180,3.2,South,11
1109,46,66000,500,8.0,North,22
1110,41,61000,490,8.0,West,22
1111,31,48000,300,5.3,West,17
1112,50,72000,630,9.3,North,25
1113,35,54000,400,6.4,North,19
1114,50,67500,580,9.0,West,24
1115,42,62000,480,7.9,South,21
1116,42,64000,520,8.3,South,23
1117,32,52000,380,6.1,South,19
1118,40,60000,460,7.7,South,21
1119,37,56500,440,6.8,West,19
1120,49,68500,580,8.7,West,23
1121,52,71500,640,9.4,North,26
1122,24,43000,220,4.1,North,13
1123,48,67500,570,8.7,North,23
1124,51,72000,600,9.0,West,25
1125,27,45500,270,4.9,North,15
1126,31,49500,300,4.5,North,15
1127,50,70000,590,8.9,West,24
1128,53,72500,610,9.4,West,27
1129,35,56500,400,6.4,East,20
1130,54,73000,620,9.5,West,27
1131,39,59500,420,6.8,East,19
1132,30,49000,320,4.8,North,16
1133,34,51500,380,6.2,North,18
1134,32,51500,330,5.4,West,18
1135,38,58000,430,7.0,West,20
1136,50,68000,560,8.7,West,23
1137,23,30500,150,3.0,South,12
1138,29,45000,270,4.2,North,16
1139,45,63500,480,8.1,South,21
1140,28,44500,240,4.1,North,14
1141,48,68500,580,8.8,North,23
1142,43,62000,510,7.8,West,23
1143,52,74500,620,9.3,West,26
1144,43,63500,460,7.7,South,21
1145,46,65500,520,8.3,South,23
1146,33,51000,350,5.8,South,17
1147,26,35000,210,3.6,South,14
1148,24,42000,220,4.2,North,12
1149,33,52000,330,7.0,South,17
1150,33,52500,370,5.9,West,18
1151,43,61500,450,7.7,South,19
1152,41,58500,460,7.5,West,21
1153,55,75000,640,9.5,West,28
1154,50,69000,570,8.5,West,24
1155,31,53000,370,6.1,North,18
1156,51,70500,630,9.3,West,25
1157,46,67500,570,8.7,West,24
1158,27,43500,240,4.3,North,14
1159,26,45500,230,4.1,East,13
1160,35,56500,400,6.2,South,21
1161,46,66000,520,8.3,West,22
1162,26,45000,260,4.5,East,15
1163,48,65500,560,8.7,North,23
1164,52,73000,620,9.1,West,26
1165,29,50000,310,5.0,South,17
1166,54,74500,620,9.1,West,27
1167,41,61000,470,7.5,West,22
1168,53,72500,610,9.4,South,26
1169,55,75000,640,9.4,South,28
1170,51,70500,600,9.0,West,26
1171,24,34000,190,3.4,South,12
1172,38,57000,440,6.9,North,20
1173,22,31500,180,3.4,East,11
1174,44,64000,500,7.7,South,22
1175,35,55500,420,6.4,South,19
1176,26,42000,210,3.8,North,13
1177,37,58000,430,6.9,North,19
1178,41,58500,440,7.3,West,20
1179,55,74000,630,9.4,West,27
1180,35,53000,380,6.4,West,18
1181,32,52000,360,5.9,North,18
1182,42,64000,500,7.7,West,22
1183,40,59000,460,7.6,South,20
1184,37,59500,410,6.8,West,20
1185,54,73000,600,9.0,West,26
1186,44,62500,480,7.7,South,21
1187,51,71000,600,9.1,West,25
1188,32,52500,370,6.1,South,18
1189,46,65000,490,8.0,North,21
1190,26,34000,190,3.7,South,11
1191,36,53500,380,6.3,North,18
1192,38,56000,430,6.9,West,20
1193,39,57500,410,6.8,East,20
1194,27,44500,250,4.3,North,15
1195,36,56500,390,6.6,West,18
1196,24,31000,160,3.1,South,10
1197,53,70500,580,9.0,West,25
1198,55,75000,640,9.5,West,28
1199,53,72000,600,8.9,West,25
1200,42,63000,500,8.1,South,21
1201,47,67500,520,8.2,North,22
1202,35,54000,390,6.1,South,19
1203,23,31500,160,3.1,South,10
1204,26,46000,210,4.6,North,12
1205,38,59500,420,6.8,West,20
1206,43,64500,490,8.0,South,21
1207,45,64500,470,7.6,North,22
1208,30,48500,300,4.7,North,16
1209,44,62500,530,8.4,South,24
1210,54,73500,630,9.5,South,28
1211,30,48500,280,4.7,North,16
1212,24,41500,210,3.9,North,13
1213,39,58500,450,7.0,South,22
1214,23,30000,150,3.0,South,10
1215,43,65000,490,8.1,South,23
1216,31,51500,380,5.8,West,19
1217,46,65500,490,7.7,South,21
1218,32,52500,390,6.2,South,18
1219,30,48000,320,5.4,West,17
1220,54,75000,630,9.5,West,28
1221,40,60000,450,7.4,West,20
1222,31,49500,350,5.6,West,17
1223,30,50500,330,5.3,North,17
1224,48,69000,560,8.6,North,24
1225,52,74500,640,9.5,West,25
1226,45,65000,500,8.0,South,22
1227,33,53500,380,6.1,West,18
1228,32,53000,390,6.2,South,18
1229,36,54000,390,6.4,North,18
1230,41,59500,470,7.5,South,22
1231,49,68500,580,8.8,West,26
1232,22,31000,150,3.2,West,12
1233,42,62500,470,7.8,South,21
1234,24,41500,210,3.9,East,13
1235,42,63000,460,7.7,South,20
1236,50,66500,540,8.4,West,23
1237,25,32000,150,3.0,South,11
1238,49,72000,600,9.2,West,26
1239,28,46000,260,4.2,North,15
1240,24,42500,210,3.8,North,13
1241,45,65000,510,8.1,South,23
1242,53,73500,610,9.1,West,26
1243,42,60000,520,8.3,South,23
1244,29,47500,300,4.9,North,16
1245,43,64000,480,7.9,South,22
1246,55,74500,630,9.4,West,27
1247,41,59000,450,7.3,South,21
1248,30,47500,280,4.5,North,15
1249,41,60500,450,7.0,South,22
1250,27,41500,200,3.6,North,14
1251,54,75000,640,9.5,South,28
1252,47,67000,520,8.1,North,21
1253,46,66500,510,8.0,West,22
1254,25,46000,230,4.9,North,13
1255,47,68000,550,8.4,West,24
1256,22,30000,150,3.0,South,10
1257,51,71000,610,9.2,North,25
1258,39,59500,460,7.6,South,20
1259,50,70500,610,9.3,West,24
1260,39,56500,420,7.0,South,21
1261,37,56500,430,6.8,North,20
1262,43,62000,460,7.5,South,21
1263,53,72500,600,9.1,West,27
1264,43,62500,530,8.3,North,24
1265,52,73000,630,9.4,West,27
1266,25,43000,160,4.0,West,10
1267,50,70000,590,9.1,West,25
1268,41,60000,420,7.3,South,19
1269,41,63000,510,7.6,South,24
1270,54,73000,630,9.5,South,27
1271,30,48500,280,4.5,West,17
1272,25,33000,190,3.7,South,10
1273,40,60000,430,6.8,West,20
1274,50,71500,610,9.3,West,26
1275,41,62000,520,8.3,South,23
1276,26,42500,240,4.1,North,14
1277,41,60000,440,7.0,West,20
1278,42,62500,520,7.9,West,24
1279,49,70000,590,8.9,West,25
1280,41,59000,490,7.3,South,23
1281,39,60000,480,7.7,West,22
1282,50,69500,590,9.0,West,25
1283,48,68000,580,8.8,West,23
1284,30,51500,320,5.1,West,16
1285,43,64500,560,8.6,South,24
1286,37,59000,430,6.7,West,21
1287,42,62000,480,7.8,South,21
1288,24,32500,180,3.3,South,11
1289,25,33000,190,3.5,West,13
1290,48,66500,500,8.1,North,22
1291,49,67500,550,8.4,West,23
1292,50,70000,600,9.3,North,25
1293,29,47000,240,4.2,North,13
1294,28,45500,250,4.2,North,14
1295,50,69000,600,9.0,West,26
1296,24,31500,180,3.5,South,11
1297,43,63000,480,7.7,South,22
1298,36,54000,410,6.5,North,20
1299,45,66500,530,8.3,South,22
1300,48,67000,590,9.0,West,24
1301,47,66000,570,8.6,West,22
1302,29,47000,290,5.1,South,16
1303,48,68500,550,8.3,West,24
1304,44,64500,490,8.1,South,21
1305,51,74000,640,9.4,West,25
1306,51,71000,590,9.1,West,27
1307,28,46500,250,4.2,North,14
1308,48,68500,600,9.1,West,26
1309,52,73000,630,9.4,North,27
1310,41,60500,480,7.6,West,23
1311,35,49500,360,6.2,North,17
1312,52,69500,580,8.6,West,24
1313,26,42500,220,3.8,North,14
1314,25,42500,230,4.3,North,14
1315,39,57500,450,7.1,South,21
1316,32,49000,340,5.6,West,18
1317,48,67500,560,8.3,West,25
1318,25,31500,170,3.5,South,11
1319,54,74500,610,8.9,South,27
1320,22,31500,170,3.3,South,11
1321,32,52500,350,5.6,North,17
1322,31,52500,350,5.5,North,19
1323,54,74500,640,9.4,West,27
1324,23,31000,150,3.1,North,11
1325,26,44000,260,4.5,North,14
1326,55,74500,640,9.5,West,27
1327,40,59500,450,7.0,North,20
1328,22,30000,150,3.0,East,11
1329,23,32000,170,3.3,South,11
1330,52,73000,610,9.2,West,26
1331,32,52500,350,5.7,South,18
1332,52,72500,610,9.3,West,25
1333,32,51500,340,5.5,South,17
1334,40,58500,440,7.2,West,20
1335,36,55000,370,6.2,West,18
1336,55,75000,640,9.5,West,28
1337,52,72500,640,9.3,West,27
1338,53,74000,630,9.5,West,27
1339,31,50000,300,5.0,West,16
1340,32,51000,350,5.6,South,17
1341,29,47500,290,4.3,North,16
1342,28,47500,270,4.6,North,14
1343,53,74000,640,9.5,West,28
1344,37,57000,420,6.9,West,21
1345,32,52500,370,5.8,North,18
1346,25,33000,190,3.4,South,13
1347,29,48000,240,5.0,North,14
1348,32,51500,350,6.1,South,17
1349,51,72000,610,9.1,West,25
1350,26,41000,200,3.7,East,13
1351,25,33000,200,3.5,South,12
1352,23,31500,150,3.2,North,11
1353,51,72000,610,9.2,West,25
1354,50,68500,590,8.9,West,24
1355,30,49000,310,5.1,North,18
1356,32,51500,380,6.3,West,19
1357,52,72000,610,9.2,West,25
1358,39,58000,430,6.9,South,20
1359,41,61500,490,7.9,South,20
1360,49,69500,610,9.2,West,23
1361,26,44000,220,3.9,North,13
1362,30,48500,300,4.6,North,17
1363,41,60000,430,7.4,South,19
1364,54,73500,620,9.2,South,26
1365,48,67000,570,8.6,West,25
1366,27,45500,260,4.2,North,16
1367,45,63000,480,7.9,South,22
1368,43,63000,510,8.0,West,22
1369,27,42500,230,3.7,North,14
1370,43,63000,480,7.8,South,21
1371,34,53000,400,6.1,South,19
1372,42,61000,440,7.0,West,20
1373,42,62500,480,7.8,South,21
1374,29,46000,250,3.9,North,14
1375,33,52500,390,5.8,South,19
1376,42,63500,520,8.1,South,23
1377,31,49000,310,5.2,North,16
1378,50,69500,600,8.8,West,25
1379,24,43500,230,4.0,North,15
1380,39,62000,460,7.1,North,21
1381,44,62000,480,7.8,South,21
1382,27,43000,230,4.0,North,15
1383,29,47000,290,4.5,North,17
1384,33,52000,380,6.1,South,19
1385,51,72000,610,9.2,West,27
1386,54,75000,600,9.2,South,27
1387,26,45000,260,4.6,North,15
1388,46,67500,540,8.4,South,23
1389,28,44000,240,4.1,North,14
1390,25,42500,240,4.4,North,14
1391,38,59000,430,6.8,North,20
1392,47,68500,540,8.6,North,24
1393,30,47500,270,4.2,South,14
1394,52,71500,610,9.0,North,26
1395,28,44000,250,4.3,North,14
1396,30,49500,290,4.9,North,16
1397,22,30000,160,3.3,West,12
1398,48,66500,550,8.5,North,23
1399,29,47000,230,4.4,North,15
1400,53,72500,640,9.3,South,27
1401,50,68500,560,8.5,West,24
1402,27,44000,220,4.1,North,14
1403,29,43500,240,4.0,North,15
1404,33,53000,360,5.6,West,17
1405,23,31000,180,3.5,East,11
1406,26,33500,180,3.5,South,11
1407,39,57000,440,7.2,South,20
1408,55,74000,610,8.9,West,27
1409,22,30000,180,3.5,South,12
1410,52,72500,610,9.1,South,26
1411,55,74000,630,9.4,South,27
1412,50,70000,580,8.9,North,24
1413,55,75000,640,9.5,West,28
1414,53,71500,590,8.9,South,25
1415,50,68000,570,8.5,West,25
1416,30,50000,300,5.0,North,16
1417,27,46000,210,4.2,North,13
1418,44,62000,450,7.5,South,19
1419,48,66500,540,8.2,North,24
1420,51,72500,640,9.5,West,26
1421,49,67000,560,8.4,West,24
1422,25,33500,170,3.3,South,12
1423,29,47500,290,5.1,North,17
1424,29,48000,290,5.0,North,16
1425,30,47000,280,4.3,North,15
1426,44,64500,480,7.9,South,21
1427,53,72000,600,9.1,South,26
1428,35,51500,380,6.2,North,18
1429,32,52000,340,5.4,North,16
1430,35,57500,400,6.5,West,19
1431,53,72000,590,9.0,West,26
1432,26,31500,160,3.1,South,11
1433,28,44000,240,4.1,North,14
1434,29,46500,270,4.6,North,14
1435,52,70500,590,9.2,West,25
1436,38,58000,430,7.0,West,19
1437,55,73500,610,9.2,West,27
1438,38,55500,400,6.7,South,19
1439,31,51000,340,5.7,West,18
1440,30,48500,310,4.9,North,17
1441,49,69000,590,8.8,West,25
1442,22,30000,160,3.0,East,11
1443,30,47500,300,5.0,North,16
1444,43,64000,500,8.1,South,23
1445,40,62500,500,7.8,West,22
1446,42,62500,470,7.5,West,22
1447,44,63500,550,8.4,South,25
1448,26,39500,190,3.6,North,13
1449,24,33000,180,3.3,South,12
1450,28,44000,240,3.9,North,14
1451,51,70500,590,8.8,West,25
1452,29,46500,260,4.2,North,14
1453,24,35500,190,3.7,South,12
1454,27,42000,160,4.1,North,11
1455,31,51500,340,5.5,North,18
1456,53,73500,610,9.2,South,28
1457,29,46500,280,4.9,North,16
1458,30,48000,290,4.6,North,15
1459,52,73500,620,9.2,West,26
1460,36,54000,400,6.5,North,20
1461,32,53000,370,5.7,South,17
1462,31,50500,350,5.7,North,17
1463,45,64500,480,7.6,North,22
1464,55,75000,640,9.5,South,28
1465,31,51500,310,5.4,South,16
1466,29,49500,310,4.9,South,16
1467,48,66500,540,8.5,West,24
1468,41,59500,460,7.5,South,19
1469,51,71500,580,9.0,West,25
1470,43,64000,520,8.3,South,24
1471,40,56500,450,7.2,South,21
1472,31,49000,340,5.5,North,17
1473,41,60500,480,8.0,North,22
1474,30,46500,240,4.2,North,14
1475,45,64000,500,7.8,South,22
1476,34,55500,390,6.1,South,19
1477,43,62500,490,7.8,West,23
1478,33,53500,370,6.1,West,17
1479,48,68500,520,8.5,North,23
1480,31,48500,300,5.4,South,16
1481,44,62500,460,7.7,South,21
1482,31,52000,370,6.1,North,17
1483,48,67500,580,8.7,West,25
1484,41,61500,510,7.8,West,23
1485,29,46500,250,4.4,North,14
1486,47,68000,570,8.9,West,24
1487,28,43000,200,3.8,North,13
1488,42,59500,420,7.1,South,18
1489,55,75000,640,9.5,West,28
1490,29,46000,250,4.2,North,14
1491,33,52500,390,6.1,South,18
1492,22,30000,150,3.0,East,10
1493,41,57500,470,7.6,North,22
1494,55,73500,630,9.2,West,27
1495,26,43000,250,4.2,North,15
1496,46,66500,530,8.3,North,22
1497,32,51000,340,5.6,West,18
1498,42,62000,490,7.8,West,21
1499,38,58000,430,7.0,North,21
1500,53,75000,630,9.3,West,27
1501,50,69500,600,9.0,West,25
1502,32,54000,380,6.0,North,18
1503,42,61000,460,7.5,West,21
1504,25,45500,210,4.5,West,12
1505,54,72500,610,9.3,West,26
1506,48,67500,580,8.9,West,23
1507,47,68500,560,8.4,West,23
1508,47,65500,510,8.3,North,23
1509,23,30000,150,3.1,South,10
1510,45,64500,500,8.0,South,22
1511,51,72000,610,9.2,West,25
1512,37,55500,420,6.6,North,20
1513,34,54500,350,6.5,North,19
1514,29,48500,290,5.1,North,15
1515,41,61000,510,8.1,North,22
1516,51,69000,610,9.3,North,26
1517,43,61000,430,7.4,South,19
1518,26,36500,220,3.6,South,12
1519,25,33000,180,3.3,South,11
1520,40,60500,470,7.8,South,20
1521,29,48500,270,4.3,North,15
1522,30,50000,300,4.9,North,15
1523,41,60500,470,7.6,West,21
1524,41,61000,490,8.0,South,21
1525,48,67500,540,8.3,West,24
1526,28,45500,260,4.3,North,14
1527,33,53500,380,6.1,South,18
1528,44,65000,510,8.1,South,23
1529,34,54000,360,6.0,South,18
1530,50,72000,620,9.3,West,25
1531,28,44500,220,3.9,North,13
1532,49,68500,600,8.9,West,25
1533,45,64000,510,8.3,North,22
1534,41,61000,450,7.7,South,21
1535,27,42000,210,4.1,East,13
1536,24,33000,160,3.4,South,11
1537,25,41500,220,4.0,North,11
1538,30,49500,300,4.7,South,16
